Player,Team,Position,GP,TOI,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,SH%,ixG,iCF,iFF,iSCF,iHDCF,Rush Attempts,Rebounds Created,PIM,Total Penalties,Minor,Major,Misconduct,Penalties Drawn,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs Won,Faceoffs Lost,Faceoffs %
Taro Hirose,DET,L,36,397.31666666667,3,4,3,1,7,77.78,33,9.09,2.28,50,41,30,10,1,4,8,4,4,0,0,1,21,10,14,36,25,1,5,16.67
Egor Yakovlev,N.J,D,25,382.7,2,5,3,2,7,50.00,24,8.33,1.23,54,34,15,4,1,2,4,2,2,0,0,3,18,3,12,24,22,0,0,-
Phil Varone,PHI,C,47,366.88333333333,3,4,3,1,7,58.33,34,8.82,2.81,54,39,34,15,5,2,8,4,4,0,0,4,11,5,22,29,19,80,81,49.69
Chris Thorburn,STL,R,51,351.43333333333,1,6,5,1,7,63.64,35,2.86,2.43,55,44,30,16,2,4,38,10,4,6,0,4,6,5,100,31,16,7,4,63.64
Joakim Nygard,EDM,L,33,330.08333333333,1,6,3,3,7,53.85,37,2.70,3.82,56,48,42,29,1,4,6,3,3,0,0,9,9,14,18,52,8,3,3,50.00
Peter Cehlarik,BOS,L,29,324.88333333333,3,4,2,2,7,58.33,29,10.34,3.54,55,44,37,17,1,5,8,4,4,0,0,2,6,16,9,46,12,3,8,27.27
Jakob Forsbacka Karlsson,BOS,C,28,305.06666666667,2,5,3,2,7,77.78,18,11.11,2.21,29,20,16,9,1,4,2,1,1,0,0,0,4,9,13,35,9,92,126,42.20
Jansen Harkins,WPG,C,29,303.75,2,5,3,2,7,63.64,29,6.90,2,44,35,25,9,2,2,0,0,0,0,0,4,7,7,8,17,10,0,5,0.00
Jean-Sebastien Dea,"BUF, N.J, PIT",C,31,262.38333333333,5,2,0,2,7,87.50,28,17.86,2.72,49,38,30,12,5,2,10,5,5,0,0,4,7,13,33,27,12,58,56,50.88
Zack MacEwen,VAN,C,21,185.95,5,2,2,0,7,63.64,19,26.32,2.15,35,30,24,12,3,3,18,6,4,2,0,3,12,4,45,23,6,1,2,33.33
Ben Harpur,OTT,D,92,1289.9,1,5,4,1,6,17.14,69,1.45,2,158,101,27,3,2,10,37,14,11,3,0,12,72,20,151,164,90,0,0,-
Ian McCoshen,FLA,D,57,754.55,4,2,0,2,6,27.27,41,9.76,1.67,95,71,20,2,2,3,27,12,11,1,0,6,41,8,109,65,48,0,0,-
Lawrence Pilut,BUF,D,46,720.13333333333,1,5,3,2,6,25.00,38,2.63,1.33,80,60,18,3,2,1,20,6,5,0,1,5,17,9,29,64,47,0,0,-
Toby Enstrom,WPG,D,43,684.46666666667,1,5,2,3,6,21.43,28,3.57,1.11,63,47,9,3,0,2,20,10,10,0,0,3,31,3,16,57,44,0,0,-
Andy Welinski,ANA,D,33,486.61666666667,1,5,3,2,6,40.00,33,3.03,1.55,81,57,17,0,0,5,8,4,4,0,0,3,19,6,49,47,25,0,0,-
Libor Hajek,NYR,D,33,481.76666666667,1,5,2,3,6,33.33,31,3.23,0.97,56,42,14,1,0,1,14,6,6,0,0,4,21,12,26,72,43,0,0,-
Cody Glass,VGK,C,39,424.21666666667,4,2,1,1,6,54.55,46,8.70,3.37,70,57,44,14,4,1,4,2,2,0,0,4,12,16,14,43,6,56,75,42.75
Josh Mahura,ANA,D,28,371.86666666667,2,4,1,3,6,46.15,26,7.69,0.98,59,36,15,4,1,1,6,3,3,0,0,0,12,8,7,62,29,0,0,-
Rasmus Sandin,TOR,D,28,362.56666666667,1,5,2,3,6,40.00,18,5.56,0.81,43,28,11,2,2,2,6,3,3,0,0,3,14,2,30,46,20,0,0,-
Mitchell Stephens,T.B,C,38,349.66666666667,3,3,2,1,6,46.15,40,7.50,3.88,77,63,45,19,2,9,8,4,4,0,0,2,4,6,33,26,7,158,121,56.63
Josh Jooris,"CAR, PIT",R,40,348.53333333333,3,3,1,2,6,85.71,48,6.25,3.5,78,61,45,22,2,3,12,6,6,0,0,8,3,9,50,42,9,68,81,45.64
Max McCormick,OTT,L,44,339.78333333333,4,2,1,1,6,75.00,42,9.52,3.06,71,55,38,16,0,6,25,7,5,1,1,5,12,6,75,45,14,7,11,38.89
Joel Kellman,S.J,C,31,326.13333333333,3,3,2,1,6,85.71,29,10.34,2.27,48,38,29,11,2,5,4,2,2,0,0,2,8,6,28,22,17,106,120,46.90
Logan Brown,OTT,C,29,258.31666666667,0,6,3,3,6,46.15,20,0.00,2.19,37,29,23,11,1,4,4,2,2,0,0,4,16,13,13,19,13,52,85,37.96
Jaromir Jagr,CGY,R,22,247.91666666667,1,5,3,2,6,50.00,25,4.00,2.43,46,34,28,13,1,6,10,5,5,0,0,1,11,10,1,8,8,0,0,-
Scott Sabourin,OTT,R,35,243.9,2,4,2,2,6,85.71,29,6.90,2.36,49,43,26,14,0,1,23,10,9,1,0,4,6,5,74,26,13,0,1,0.00
Derek Dorsett,VAN,R,20,240.06666666667,4,2,2,0,6,85.71,20,20.00,1.71,31,29,18,9,1,2,10,4,4,0,0,9,2,3,37,21,9,0,1,0.00
Morgan Frost,PHI,C,20,215.21666666667,1,5,3,2,6,50.00,26,3.85,2.54,48,37,35,9,0,2,4,2,2,0,0,1,4,10,4,4,4,41,47,46.59
Yakov Trenin,NSH,C,21,201.7,2,4,2,2,6,66.67,25,8.00,1.99,45,36,28,8,3,7,2,1,1,0,0,2,3,7,45,27,9,3,1,75.00
Kevin Gravel,"EDM, L.A, TOR",D,55,704.16666666667,0,5,3,2,5,22.73,62,0.00,1.76,137,93,22,2,1,8,6,3,3,0,0,5,24,7,45,84,60,0,0,-
Anton Lindholm,COL,D,54,600.05,0,5,2,3,5,21.74,20,0.00,0.67,67,32,14,2,2,5,12,6,6,0,0,3,9,7,96,52,37,0,0,-
Cody McLeod,"NSH, NYR",L,86,598.53333333333,2,3,1,2,5,45.45,58,3.45,5.54,83,72,55,35,4,10,57,18,11,7,0,22,7,7,242,49,29,0,1,0.00
Jaycob Megna,ANA,D,42,532,1,4,3,1,5,27.78,32,3.13,1.04,76,49,14,0,0,4,8,4,4,0,0,1,24,15,30,44,45,0,0,-
Patrick Russell,EDM,R,51,513.08333333333,0,5,4,1,5,55.56,59,0.00,6.44,97,87,52,30,4,5,10,5,5,0,0,2,14,12,72,71,26,1,2,33.33
Vinni Lettieri,NYR,C,46,452.35,1,4,2,2,5,71.43,53,1.89,5.54,102,84,49,23,4,4,8,4,4,0,0,4,13,9,61,54,16,11,13,45.83
Dennis Seidenberg,NYI,D,28,424.2,0,5,3,2,5,27.78,29,0.00,1.19,59,41,11,1,0,5,8,4,4,0,0,3,16,1,56,41,30,0,0,-
Kevin Stenlund,CBJ,C,36,418.95,3,2,1,1,5,41.67,45,6.67,3.65,88,58,46,14,3,6,8,4,4,0,0,6,6,8,21,51,23,53,77,40.77
Noah Dobson,NYI,D,34,408.3,1,4,2,2,5,31.25,32,3.13,1.16,70,41,19,6,1,4,6,3,3,0,0,0,24,8,24,29,31,0,0,-
Michael Chaput,"ARI, MTL, VAN",C,43,387.1,0,5,3,2,5,50.00,34,0.00,3.2,62,50,38,19,2,1,19,8,7,1,0,8,8,6,71,30,17,154,127,54.80
Michael McLeod,N.J,C,33,363.35,0,5,3,2,5,55.56,30,0.00,2.51,49,38,31,14,2,1,8,4,4,0,0,6,8,15,60,51,9,107,97,52.45
Jakob Lilja,CBJ,L,37,359.73333333333,2,3,2,1,5,41.67,23,8.70,2.41,43,35,24,10,0,5,2,1,1,0,0,2,7,9,18,35,25,2,1,66.67
Sheldon Dries,COL,C,45,351.91666666667,2,3,2,1,5,55.56,42,4.76,3.5,69,54,45,20,4,6,24,8,7,0,1,5,8,5,77,23,18,55,54,50.46
Taylor Leier,PHI,L,39,351.45,1,4,0,4,5,55.56,43,2.33,2.86,60,49,40,15,1,2,4,2,2,0,0,5,1,9,10,53,9,0,1,0.00
Kevin Roy,ANA,L,28,338.53333333333,4,1,1,0,5,50.00,24,16.67,2.97,53,41,31,18,1,2,2,1,1,0,0,5,8,13,11,36,8,0,6,0.00
Isac Lundestrom,ANA,C,30,336.05,0,5,3,2,5,38.46,21,0.00,1.8,33,27,25,9,1,0,2,1,1,0,0,4,6,5,8,26,12,62,105,37.13
Mikhail Vorobyev,PHI,C,35,317.46666666667,2,3,2,1,5,45.45,24,8.33,1.75,40,33,19,5,1,3,6,3,3,0,0,0,8,9,6,21,7,101,102,49.75
Andreas Martinsen,CHI,L,33,291.58333333333,2,3,3,0,5,71.43,34,5.88,2.6,59,44,27,13,3,6,23,10,9,1,0,4,10,5,118,46,13,3,4,42.86
Nicholas Baptiste,BUF,R,33,291.33333333333,4,1,0,1,5,62.50,41,9.76,2.58,62,50,28,10,7,3,12,6,6,0,0,5,8,4,16,23,3,2,7,22.22
Joseph Blandisi,"ANA, PIT",C,33,268.2,2,3,3,0,5,50.00,23,8.70,1.88,39,30,19,10,2,3,16,8,8,0,0,6,1,9,38,29,11,33,48,40.74
Ryan Poehling,MTL,C,28,264.9,4,1,1,0,5,71.43,28,14.29,2.54,46,36,28,15,1,3,4,2,2,0,0,0,8,7,37,40,10,6,13,31.58
Calle Rosen,"COL, TOR",D,20,261.13333333333,1,4,0,4,5,45.45,21,4.76,0.72,54,35,12,1,0,2,6,3,3,0,0,2,11,4,5,17,9,0,0,-
Christopher DiDomenico,OTT,L,24,241.96666666667,3,2,2,0,5,55.56,17,17.65,2.07,32,28,17,11,2,2,6,3,3,0,0,2,6,8,21,29,14,4,11,26.67
Alexandre Fortin,CHI,L,24,239.66666666667,2,3,2,1,5,71.43,26,7.69,2.7,53,36,38,13,4,2,2,1,1,0,0,3,3,8,21,16,7,11,6,64.71
Andrew Agozzino,"ANA, COL, PIT",L,33,227.73333333333,2,3,2,1,5,50.00,18,11.11,1.1,27,23,13,6,1,3,2,1,1,0,0,3,8,5,39,36,10,52,57,47.71
A.J. Greer,COL,L,32,216.06666666667,1,4,3,1,5,83.33,22,4.55,1.45,34,26,16,8,2,2,20,10,10,0,0,5,3,7,49,36,10,3,5,37.50
David Warsofsky,COL,D,16,198,0,5,2,3,5,62.50,18,0.00,0.55,39,24,7,0,1,4,0,0,0,0,0,1,6,4,1,13,18,0,0,-
Justin Bailey,"BUF, PHI, VAN",R,25,197.6,3,2,1,1,5,71.43,25,12.00,1.74,45,33,26,11,2,0,4,2,2,0,0,4,5,7,32,19,12,0,2,0.00
Josh Currie,EDM,R,21,181.65,2,3,2,1,5,71.43,19,10.53,1.51,34,24,17,8,1,1,2,1,1,0,0,0,2,2,39,26,17,2,3,40.00
Gabriel Vilardi,L.A,C,10,112.55,2,3,2,1,5,83.33,16,12.50,1.47,23,20,14,6,0,0,0,0,0,0,0,4,0,1,1,7,4,43,42,50.59
Steven Kampfer,"BOS, NYR",D,67,911.95,2,2,2,0,4,16.00,73,2.74,3.01,150,107,34,7,3,2,36,15,13,2,0,9,18,22,100,138,71,0,0,-
Riley Stillman,FLA,D,35,551.63333333333,0,4,2,2,4,19.05,39,0.00,1.76,84,61,23,4,2,4,11,4,3,1,0,5,18,12,59,46,42,0,0,-
Klas Dahlbeck,CAR,D,33,499.05,0,4,1,3,4,25.00,41,0.00,1.23,89,58,14,0,1,3,17,7,6,1,0,1,13,7,68,62,27,0,0,-
Jarred Tinordi,NSH,D,28,411.7,1,3,2,1,4,23.53,19,5.26,0.65,51,31,12,2,1,1,18,5,4,0,1,5,18,1,67,52,27,0,0,-
Ryan Murphy,"MIN, N.J",D,24,379.53333333333,1,3,1,2,4,25.00,22,4.55,0.8,47,33,10,0,0,4,12,5,5,0,0,1,11,2,6,24,19,0,0,-
Jacob Josefson,BUF,C,39,374.7,2,2,1,1,4,66.67,31,6.45,2.3,53,41,29,12,2,5,2,1,1,0,0,2,7,7,25,38,25,122,150,44.85
Juho Lammikko,FLA,R,40,360.08333333333,0,4,3,1,4,57.14,36,0.00,2.99,69,50,30,15,3,4,6,3,3,0,0,2,11,9,41,12,14,119,155,43.43
Joe Hicketts,DET,D,22,333.1,0,4,1,3,4,36.36,21,0.00,0.68,45,31,8,1,2,1,4,2,2,0,0,3,11,5,37,35,44,0,0,-
Maxim Mamin,FLA,C,33,317.85,3,1,0,1,4,57.14,36,8.33,2.56,61,49,25,10,1,3,7,2,1,1,0,2,11,15,60,28,10,0,1,0.00
Dakota Mermis,"ARI, N.J",D,20,274.28333333333,1,3,1,2,4,28.57,24,4.17,0.47,44,27,4,0,0,4,2,1,1,0,0,0,5,1,22,34,26,0,0,-
Tomas Hyka,VGK,R,27,266.7,2,2,1,1,4,36.36,28,7.14,2.72,54,39,34,13,1,2,2,1,1,0,0,5,6,13,12,25,7,1,1,50.00
Alexander Burmistrov,VAN,C,24,247.73333333333,1,3,2,1,4,66.67,17,5.88,1.68,34,22,18,8,0,2,10,5,5,0,0,2,3,4,19,14,3,75,83,47.47
Ryan Sproul,NYR,D,16,242.11666666667,1,3,3,0,4,40.00,15,6.67,0.92,45,28,11,2,0,2,6,3,3,0,0,1,8,5,6,12,16,0,0,-
Matt Bartkowski,"CGY, MIN",D,20,239.65,1,3,1,2,4,50.00,22,4.55,0.55,40,27,3,0,0,2,4,2,2,0,0,0,15,2,28,13,12,0,0,-
Ben Street,"ANA, N.J",C,24,232.43333333333,3,1,0,1,4,100.00,21,14.29,1.46,48,30,24,8,2,1,2,1,1,0,0,1,4,2,22,23,6,14,27,34.15
Zack Mitchell,MIN,R,23,224.63333333333,2,2,2,0,4,57.14,16,12.50,1.61,20,17,14,9,0,2,2,1,1,0,0,3,0,10,26,17,9,14,14,50.00
Clark Bishop,CAR,C,25,218.21666666667,1,3,3,0,4,44.44,19,5.26,1.79,42,28,26,11,1,2,10,5,5,0,0,2,6,6,44,35,5,77,93,45.29
Barrett Hayton,ARI,C,20,215.35,1,3,2,1,4,50.00,25,4.00,2.42,41,31,27,14,0,2,12,6,6,0,0,4,4,8,14,34,3,23,37,38.33
Dennis Rasmussen,ANA,C,27,208.15,1,3,0,3,4,50.00,18,5.56,1.5,30,23,20,7,1,0,4,2,2,0,0,1,4,8,28,20,10,30,34,46.88
Corban Knight,PHI,C,23,199.53333333333,1,3,1,2,4,100.00,14,7.14,1.17,23,18,16,9,0,1,0,0,0,0,0,0,1,4,9,14,12,60,51,54.05
David Booth,DET,L,28,189.63333333333,4,0,0,0,4,100.00,33,12.12,2.25,49,41,23,14,1,1,6,3,3,0,0,1,9,0,23,17,7,3,6,33.33
Stefan Matteau,"CBJ, VGK",C,17,168.46666666667,2,2,1,1,4,66.67,26,7.69,2.16,48,40,22,9,1,2,0,0,0,0,0,3,4,7,35,21,11,1,1,50.00
Mike Fisher,NSH,C,16,166.28333333333,2,2,2,0,4,80.00,14,14.29,1.04,23,18,11,3,0,0,6,3,3,0,0,2,5,6,24,15,13,89,64,58.17
Kurtis Gabriel,N.J,R,22,161.11666666667,2,2,2,0,4,66.67,7,28.57,0.5,13,11,5,3,0,1,33,12,9,3,0,6,4,2,78,17,8,0,0,-
Nathan Walker,"EDM, STL, WSH",L,17,156.76666666667,2,2,2,0,4,66.67,13,15.38,0.96,25,18,15,3,0,1,12,6,6,0,0,2,3,0,32,22,2,1,0,100.00
Evgeny Svechnikov,DET,"L, R",18,152.46666666667,2,2,2,0,4,80.00,22,9.09,2.12,36,29,20,12,0,1,4,2,2,0,0,5,8,3,20,24,7,1,4,20.00
Ville Heinola,WPG,D,8,134.16666666667,1,3,0,3,4,50.00,9,11.11,0.19,16,11,4,0,0,0,4,2,2,0,0,1,14,2,3,14,5,0,0,-
Alexander True,S.J,C,12,113.7,0,4,2,2,4,66.67,11,0.00,0.81,17,14,10,4,1,0,2,1,1,0,0,1,5,2,22,13,2,32,37,46.38
Kevin Bieksa,ANA,D,59,903.36666666667,0,3,2,1,3,15.00,57,0.00,2.22,133,99,31,4,3,7,44,19,17,2,0,10,37,12,109,63,67,0,0,-
Connor Clifton,BOS,D,50,733.86666666667,2,1,0,1,3,11.11,38,5.26,1.36,99,55,16,5,0,5,18,9,9,0,0,9,15,21,121,122,44,0,0,-
Marc Methot,DAL,D,45,684.75,1,2,0,2,3,12.50,25,4.00,1.05,64,45,14,2,1,2,22,11,11,0,0,2,11,0,76,31,50,0,0,-
John Gilmour,"BUF, NYR",D,37,555.83333333333,0,3,1,2,3,17.65,64,0.00,3.09,136,93,34,8,2,9,16,8,8,0,0,0,34,10,32,37,40,0,0,-
Matt Tennyson,"BUF, N.J",D,39,505.15,0,3,0,3,3,11.11,35,0.00,1.35,66,49,13,1,0,3,12,6,6,0,0,4,15,2,49,58,31,0,0,-
Jeremy Lauzon,BOS,D,35,463.35,2,1,0,1,3,25.00,28,7.14,1.36,59,41,18,4,3,1,26,9,8,0,1,2,10,6,39,41,26,0,0,-
Rob O'Gara,"BOS, NYR",D,30,416.61666666667,0,3,2,1,3,18.75,20,0.00,1.09,60,34,19,3,1,6,6,3,3,0,0,1,6,4,38,28,40,0,0,-
Erik Brannstrom,OTT,D,33,414.73333333333,0,3,2,1,3,23.08,28,0.00,1.06,80,44,12,1,0,1,14,7,7,0,0,5,23,5,16,46,33,0,0,-
Nikita Scherbak,"L.A, MTL",R,34,382.93333333333,3,0,0,0,3,42.86,39,7.69,3.7,82,55,39,16,1,4,8,4,4,0,0,4,10,13,27,57,16,1,0,100.00
Jesper Boqvist,N.J,C,35,344.81666666667,3,0,0,0,3,75.00,38,7.89,2.76,64,52,30,11,1,2,8,3,3,0,0,5,10,11,36,42,16,3,9,25.00
Iiro Pakarinen,EDM,R,40,343.71666666667,2,1,1,0,3,42.86,40,5.00,3.2,85,64,39,15,2,5,6,3,3,0,0,1,11,9,71,34,11,0,3,0.00
Juuso Valimaki,CGY,D,24,331.06666666667,1,2,1,1,3,30.00,25,4.00,0.94,60,33,18,2,4,4,12,6,6,0,0,2,12,8,19,41,37,0,0,-
Sebastian Aho,NYI,D,22,329.78333333333,0,3,1,2,3,20.00,23,0.00,0.71,51,32,14,1,0,1,4,2,2,0,0,4,11,3,10,24,14,0,1,0.00
Cody Franson,CHI,D,23,323.28333333333,1,2,1,1,3,30.00,32,3.13,1,63,47,7,0,1,3,8,4,4,0,0,2,18,7,16,11,17,0,0,-
Ashton Sautner,VAN,D,23,308.9,0,3,1,2,3,25.00,25,0.00,0.79,43,33,10,1,0,1,4,2,2,0,0,1,10,3,34,43,21,0,0,-
Dennis Gilbert,CHI,D,22,304.71666666667,1,2,0,2,3,30.00,12,8.33,0.28,18,14,4,1,0,0,20,7,5,2,0,3,4,2,68,42,26,0,0,-
Andrew Peeke,CBJ,D,22,293.8,1,2,1,1,3,27.27,23,4.35,1.13,53,37,7,3,0,1,4,2,2,0,0,2,8,3,24,34,20,0,0,-
Taylor Chorney,"CBJ, WSH",D,25,282.86666666667,1,2,1,1,3,20.00,13,7.69,0.37,33,21,5,0,0,1,6,3,3,0,0,1,11,3,20,29,21,0,0,-
Andreas Englund,OTT,D,28,282,0,3,3,0,3,60.00,11,0.00,0.29,24,14,4,2,0,1,17,3,1,1,1,2,7,5,63,42,18,0,0,-
Shawn Matthias,WPG,L,27,259.33333333333,1,2,2,0,3,33.33,24,4.17,2.79,37,28,29,17,3,2,10,5,5,0,0,1,2,4,20,7,11,11,15,42.31
Peter Holland,NYR,C,23,251.23333333333,1,2,1,1,3,75.00,29,3.45,1.82,45,36,20,11,1,4,2,1,1,0,0,1,8,6,14,16,12,96,100,48.98
Marko Dano,"CBJ, COL, WPG","C, L",34,235.03333333333,2,1,0,1,3,50.00,27,7.41,2.43,50,42,26,11,2,1,15,6,5,1,0,3,7,7,47,26,13,1,6,14.29
Kris Versteeg,CGY,R,24,233.73333333333,2,1,1,0,3,75.00,30,6.67,1.81,46,36,27,7,2,2,6,3,3,0,0,1,12,12,5,14,5,36,29,55.38
Reid Boucher,VAN,C,21,209.6,2,1,0,1,3,60.00,33,6.06,3.09,50,41,30,16,0,6,0,0,0,0,0,5,3,7,12,22,3,1,2,33.33
Brian Gionta,BOS,R,20,206.73333333333,1,2,2,0,3,75.00,35,2.86,2.04,47,41,17,7,1,3,2,1,1,0,0,1,1,4,17,21,6,3,6,33.33
Daniel O'Regan,"BUF, S.J",C,22,201.51666666667,0,3,3,0,3,37.50,16,0.00,1.48,24,19,17,10,0,4,0,0,0,0,0,1,4,8,5,23,6,49,58,45.79
Givani Smith,DET,R,21,172.55,2,1,1,0,3,100.00,17,11.76,2.17,21,19,17,9,1,2,9,3,2,1,0,3,4,2,42,21,3,0,0,-
Max Veronneau,OTT,R,16,167.01666666667,1,2,0,2,3,100.00,14,7.14,1.13,25,19,15,4,0,1,0,0,0,0,0,1,4,1,2,15,7,0,0,-
Kalle Kossila,ANA,"C, L",18,153.81666666667,2,1,1,0,3,100.00,20,10.00,1.35,30,25,13,6,1,0,2,1,1,0,0,0,5,4,12,20,6,49,48,50.52
Julien Gauthier,"CAR, NYR",R,17,137.05,0,3,1,2,3,50.00,9,0.00,1.45,26,19,19,9,1,0,8,4,4,0,0,2,6,3,15,17,7,1,2,33.33
Roland McKeown,CAR,D,10,132.85,0,3,0,3,3,42.86,7,0.00,0.14,26,12,6,1,0,0,0,0,0,0,0,1,3,1,3,21,5,0,0,-
Jacob Middleton,S.J,D,13,125.7,0,3,2,1,3,60.00,8,0.00,0.25,16,13,2,0,0,2,9,3,2,1,0,1,2,2,19,12,6,0,0,-
Joseph Gambardella,EDM,C,15,121.4,0,3,2,1,3,50.00,7,0.00,0.68,13,10,8,3,1,0,2,1,1,0,0,0,2,5,14,22,5,3,1,75.00
Jake Evans,MTL,C,13,119.51666666667,2,1,0,1,3,75.00,12,16.67,1.27,23,17,12,9,1,1,0,0,0,0,0,1,3,4,16,13,4,25,20,55.56
Trevor Murphy,ARI,D,8,105.46666666667,1,2,0,2,3,50.00,5,20.00,0.22,14,9,3,0,0,1,0,0,0,0,0,1,3,3,6,13,9,0,0,-
Aleksi Saarela,FLA,C,9,104.11666666667,2,1,1,0,3,75.00,13,15.38,1.21,22,19,11,4,0,1,0,0,0,0,0,0,3,6,1,10,3,6,10,37.50
David Schlemko,MTL,D,55,859.35,1,1,1,0,2,5.71,57,1.75,1.62,132,75,21,3,4,9,8,4,4,0,0,4,41,13,55,113,93,0,0,-
Josh Gorges,BUF,D,34,439.63333333333,0,2,1,1,2,16.67,15,0.00,0.5,35,25,7,0,0,3,12,6,6,0,0,5,7,3,64,57,34,0,0,-
Eric Gryba,"EDM, N.J",D,31,416.01666666667,0,2,2,0,2,10.53,30,0.00,0.94,79,49,12,1,0,4,23,10,9,1,0,1,14,11,72,38,27,0,0,-
Cody Goloubef,"DET, OTT",D,31,398.91666666667,1,1,0,1,2,14.29,20,5.00,0.72,48,32,9,1,0,1,8,4,4,0,0,3,23,3,53,24,21,0,0,-
Aaron Ness,"ARI, WSH",D,32,382.3,0,2,1,1,2,10.53,13,0.00,0.44,30,21,4,0,0,0,8,4,4,0,0,5,9,2,17,62,27,0,0,-
Joel Hanley,"ARI, DAL",D,29,347.56666666667,0,2,1,1,2,16.67,15,0.00,0.82,42,31,6,2,0,2,6,3,3,0,0,2,14,3,20,34,26,0,0,-
Jordan Schmaltz,STL,D,33,346.53333333333,0,2,2,0,2,25.00,15,0.00,0.44,29,17,3,1,0,0,6,3,3,0,0,2,6,1,12,23,32,0,0,-
Dalton Prout,"CGY, N.J, S.J",D,26,313.83333333333,1,1,1,0,2,13.33,21,4.76,0.79,53,35,12,1,1,1,21,9,8,1,0,4,13,5,42,19,22,0,0,-
Matt Read,"MIN, PHI",R,31,307.06666666667,2,0,0,0,2,28.57,27,7.41,2.52,51,37,34,15,1,1,4,2,2,0,0,1,8,7,30,39,13,5,10,33.33
Gavin Bayreuther,DAL,D,19,300.98333333333,1,1,1,0,2,18.18,22,4.55,1.07,56,35,15,4,1,2,6,3,3,0,0,0,10,3,10,30,18,0,0,-
Gabriel Dumont,"MIN, OTT, T.B",C,33,275.31666666667,1,1,0,1,2,40.00,36,2.78,3,60,50,33,17,0,4,6,3,3,0,0,3,3,6,69,43,16,43,63,40.57
Noah Gregor,S.J,C,28,267.7,2,0,0,0,2,18.18,31,6.45,3.05,60,45,29,13,3,1,8,4,4,0,0,2,7,6,49,23,6,6,13,31.58
Rasmus Asplund,BUF,C,29,253.28333333333,1,1,0,1,2,28.57,29,3.45,1.72,35,33,21,11,1,1,4,2,2,0,0,3,6,3,18,15,5,30,52,36.59
Chris Butler,STL,D,19,242.8,1,1,1,0,2,18.18,12,8.33,0.4,38,22,6,0,0,3,2,1,1,0,0,0,6,3,18,17,19,0,0,-
Gabriel Carlsson,CBJ,D,21,223.56666666667,0,2,0,2,2,40.00,22,0.00,0.56,34,24,8,0,0,2,8,4,4,0,0,0,7,2,14,16,8,0,0,-
Joel L'Esperance,DAL,"C, R",21,214.06666666667,2,0,0,0,2,100.00,24,8.33,2.41,43,32,29,11,1,3,6,3,3,0,0,1,7,7,22,9,5,24,29,45.28
Kyle Quincey,MIN,D,18,209.6,0,2,0,2,2,40.00,10,0.00,0.34,17,12,3,1,1,0,14,7,7,0,0,1,15,5,18,15,15,0,0,-
Seth Griffith,BUF,C,21,205.78333333333,2,0,0,0,2,100.00,14,14.29,1.06,20,18,11,5,0,2,4,2,2,0,0,0,6,2,10,14,4,0,3,0.00
Paul Martin,S.J,D,14,204.1,0,2,2,0,2,25.00,6,0.00,0.21,16,11,5,1,1,2,0,0,0,0,0,1,7,9,8,13,17,0,0,-
Joel Persson,EDM,D,13,193.38333333333,0,2,0,2,2,28.57,17,0.00,0.43,32,26,3,0,0,1,2,1,1,0,0,0,8,2,6,15,10,0,0,-
Connor Bunnaman,PHI,C,21,190.26666666667,1,1,0,1,2,20.00,18,5.56,1.09,22,21,13,7,1,3,2,1,1,0,0,3,4,1,29,20,2,36,59,37.89
Nikita Soshnikov,"STL, TOR",R,20,186.9,1,1,1,0,2,40.00,16,6.25,1.1,30,23,11,4,1,0,4,2,2,0,0,3,3,3,29,21,3,0,1,0.00
Brian Lashoff,DET,D,14,170.3,0,2,0,2,2,50.00,7,0.00,0.18,12,11,0,0,0,2,8,4,4,0,0,1,2,0,16,22,9,0,0,-
Sam Carrick,ANA,C,15,166.95,0,2,1,1,2,50.00,20,0.00,1.29,29,26,12,6,1,0,2,1,1,0,0,0,6,2,28,27,9,49,49,50.00
Logan O'Connor,COL,R,21,159.96666666667,2,0,0,0,2,40.00,15,13.33,1.62,29,21,16,10,2,2,2,1,1,0,0,1,0,6,23,21,9,0,4,0.00
Shane Prince,NYI,L,14,153.8,1,1,1,0,2,100.00,17,5.88,1.27,32,22,20,6,1,1,11,3,2,1,0,2,6,6,9,13,3,4,3,57.14
Jordan Schroeder,CBJ,L,21,151.91666666667,1,1,1,0,2,100.00,19,5.26,2.08,29,27,17,8,1,3,4,2,2,0,0,1,2,4,14,16,2,37,24,60.66
Jordan Szwarz,"BOS, OTT",R,15,138.21666666667,0,2,1,1,2,66.67,18,0.00,1.33,21,19,13,6,0,2,4,2,2,0,0,1,1,3,15,26,9,27,45,37.50
Gerald Mayhew,MIN,C,13,132.78333333333,2,0,0,0,2,25.00,16,12.50,1.34,28,19,15,8,0,3,2,1,1,0,0,0,2,4,9,17,6,3,3,50.00
Danick Martel,"PHI, T.B",L,13,130.41666666667,0,2,2,0,2,40.00,22,0.00,1.94,38,33,23,11,1,2,6,3,3,0,0,1,1,4,14,14,10,1,1,50.00
Nikolay Kulemin,NYI,L,13,121.81666666667,1,1,0,1,2,66.67,7,14.29,1.13,13,9,9,6,2,1,0,0,0,0,0,4,7,1,16,3,7,4,6,40.00
